Parent,Name,Download,System,Name (original),Translated Title,Status,Adult,Offensive,Obsolete Version,Back Catalog,Retrieved By,Retrieved Date,Source,Notes,Size,CRC32,MD5,SHA-1,Id,Authors,Short Authors,Url,Other Urls,Version,Release Date,Options,Labels,Id (2),Authors (2),Short Authors (2),Url (2),Other Urls (2),Version (2),Release Date (2),Options (2),Labels (2),Id (3),Authors (3),Short Authors (3),Url (3),Other Urls (3),Version (3),Release Date (3),Options (3),Labels (3),Id (4),Authors (4),Short Authors (4),Url (4),Other Urls (4),Version (4),Release Date (4),Options (4),Labels (4),Id (5),Authors (5),Short Authors (5),Url (5),Other Urls (5),Version (5),Release Date (5),Options (5),Labels (5)
3x3 Eyes - Juuma Houkan (Japan).sfc,"3x3 Eyes - Juuma Houkan (Japan) [T-En by Atomizer_Zero, FamilyGuy, AkiHizirino, mkwong98 (v1.01)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/3x3 Eyes - Juuma Houkan (Japan).sfc/3x3 Eyes - Juuma Houkan (Japan) [T-En by Atomizer_Zero, FamilyGuy, AkiHizirino, mkwong98 (v1.01)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,2097152,b455b7a4,ace1abe5f48d24e1512cbc6541f171be,638272dcdda92bd233e89dbd2d4a4cfad1b9459c,,"Atomizer_Zero, FamilyGuy, AkiHizirino, mkwong98",,https://www.romhacking.net/translations/2835/,,1.01,2017-02-02,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Dai-1-wa (Japan) (Rerun) (SoundLink).bs,"BS Legend of Zelda, The (Japan) (SoundLink) [T-En, Restoration by MottZilla, Duke Serkol, Bumpus (v0.95)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Dai-1-wa (Japan) (Rerun) (SoundLink).bs/BS Legend of Zelda, The (Japan) (SoundLink) [T-En, Restoration by MottZilla, Duke Serkol, Bumpus (v0.95)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,2097664,39e3c22d,8e3cb3b503d96b88929fbb735b6bf729,0079cd4b5afaac97ab57750c41b9d7c13fe4f70a,,"MottZilla, Duke Serkol, Bumpus",,https://bszelda.zeldalegends.net/rh.shtml,,0.95,2012-05-06,,"T-En, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Inishie no Sekiban - Dai-1-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 1 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Inishie no Sekiban - Dai-1-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 1 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,4194304,9d066ee2,d4e835db7906e31cea5ae92e4714c4c6,51618400d82724b8d8798220f5b68faacc3f6e3c,,"Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, d4s, Vehiek, David, MoN, MadHatter","Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ...",http://bszelda.zeldalegends.net/sekibanfiles.shtml,,1.0,2020-09-21,,"T-En, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Inishie no Sekiban - Dai-2-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 2 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Inishie no Sekiban - Dai-2-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 2 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,4194304,b59e6d29,bbcea27d39d9d64688b1c0235915bb36,37265e52c298b5c8607d3a8ac5fce829763a306d,,"Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, d4s, Vehiek, David, MoN, MadHatter","Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ...",http://bszelda.zeldalegends.net/sekibanfiles.shtml,,1.0,2020-09-21,,"T-En, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Inishie no Sekiban - Dai-3-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 3 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Inishie no Sekiban - Dai-3-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 3 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,4194304,584e3c6b,15b5a380347395212b636f50f51b58ca,550b6eb289368e7976c4498f682c80be6c08b245,,"Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, d4s, Vehiek, David, MoN, MadHatter","Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ...",http://bszelda.zeldalegends.net/sekibanfiles.shtml,,1.0,2020-09-21,,"T-En, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Inishie no Sekiban - Dai-4-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 4 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Inishie no Sekiban - Dai-4-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Ancient Stone Tablets - Chapter 4 (Japan) (SoundLink) [T-En, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ... (v1.0)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,4194304,f291f3bf,516c94c82084ba310915c9d8d4d88ceb,63675702253a7ca1b1894b820f8f0e5902183cd1,,"Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, d4s, Vehiek, David, MoN, MadHatter","Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, ...",http://bszelda.zeldalegends.net/sekibanfiles.shtml,,1.0,2020-09-21,,"T-En, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Inishie no Sekiban - Dai-1-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Ancient Stone Tablets - Master Quest - Chapter 1 (Japan) (SoundLink) [T-En, Game, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ... (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Inishie no Sekiban - Dai-1-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Ancient Stone Tablets - Master Quest - Chapter 1 (Japan) (SoundLink) [T-En, Game, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ... (v1.0)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,4194304,d03c0f3f,e1e0db1a0a35d5e439ef4201e1706c57,cf0b9d20df70bdb2d9310fb997213d4ec475d450,,"Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, d4s, Vehiek, David, MoN, MadHatter","Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ...",http://bszelda.zeldalegends.net/sekibanfiles.shtml,,1.0,2020-09-21,,"T-En, Game, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Inishie no Sekiban - Dai-3-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Ancient Stone Tablets - Master Quest - Chapter 3 (Japan) (SoundLink) [T-En, Game, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ... (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Inishie no Sekiban - Dai-3-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Ancient Stone Tablets - Master Quest - Chapter 3 (Japan) (SoundLink) [T-En, Game, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ... (v1.0)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,4194304,4644e9ed,0b5f1dad6bfc5d8d4e63fe9461776b34,3fc5466d41221cf3b702e222da1dbc1a19eb0f24,,"Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, d4s, Vehiek, David, MoN, MadHatter","Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ...",http://bszelda.zeldalegends.net/sekibanfiles.shtml,,1.0,2020-09-21,,"T-En, Game, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Inishie no Sekiban - Dai-4-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Ancient Stone Tablets - Master Quest - Chapter 4 (Japan) (SoundLink) [T-En, Game, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ... (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Inishie no Sekiban - Dai-4-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Ancient Stone Tablets - Master Quest - Chapter 4 (Japan) (SoundLink) [T-En, Game, Restoration by Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ... (v1.0)].sfc/romhack.bps",Nintendo - Satellaview,,true,Fully Playable,,,,,JuMaFuSe,2023-05-01,Trusted,,4194304,edd5acd5,9db5dcf0a30f23ee679ee0c068cc77a9,bdacd086265ae7f3af0037dd4ae1ae4d252f8a2a,,"Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, Beno, Real Hotdog, eddzzz, d4s, Vehiek, David, MoN, MadHatter","Roto, Dreamer_Nom, Euclid, Duke Serkol, Con, Vehiek, SmashManiac, Litude, Mottzilla, DaMarsMan, ...",http://bszelda.zeldalegends.net/sekibanfiles.shtml,,1.0,2020-09-21,,"T-En, Game, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Map 2 - Dai-1-wa (Japan) (SoundLink).bs,"BS Legend of Zelda, The - Fourth Quest (Japan) (SoundLink) [T-En, Restoration by Roto, DN, Duke Serkol, Dreamer_Nom, Con, TeRRaBiTe88, Vel, DaMarsMan, Euclid, Mottzilla (v2023.01.11)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Map 2 - Dai-1-wa (Japan) (SoundLink).bs/BS Legend of Zelda, The - Fourth Quest (Japan) (SoundLink) [T-En, Restoration by Roto, DN, Duke Serkol, Dreamer_Nom, Con, TeRRaBiTe88, Vel, DaMarsMan, Euclid, Mottzilla (v2023.01.11)].sfc/romhack.bps",Nintendo - Satellaview,,,Fully Playable,,,true,,JuMaFuSe,2023-05-02,Trusted,,2097664,0f33ea3c,0d322efbf14ccbef42d19f8fc6a4bfb4,dbf5692bfe9f3d08d7b6722fd9906d632ccfd5de,,"Roto, DN, Duke Serkol, Dreamer_Nom, Con, TeRRaBiTe88, Vel, DaMarsMan, Euclid, Mottzilla",,https://bszelda.zeldalegends.net/fq.shtmll,,2023.01.11,,,"T-En, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS Zelda no Densetsu - Dai-1-wa (Japan) (Rerun) (SoundLink).bs,"BS Legend of Zelda, The - Third Quest (Japan) (SoundLink) [T-En, Restoration by Roto, DN, Duke Serkol, Dreamer_Nom, Con, TeRRaBiTe88, Vel, DaMarsMan, Euclid, Mottzilla (v2023.01.11)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Satellaview/BS Zelda no Densetsu - Dai-1-wa (Japan) (Rerun) (SoundLink).bs/BS Legend of Zelda, The - Third Quest (Japan) (SoundLink) [T-En, Restoration by Roto, DN, Duke Serkol, Dreamer_Nom, Con, TeRRaBiTe88, Vel, DaMarsMan, Euclid, Mottzilla (v2023.01.11)].sfc/romhack.bps",Nintendo - Satellaview,,,Fully Playable,,,true,,JuMaFuSe,2023-05-01,Trusted,,2097664,7973eae0,026ac338f08bf311bb007265222e6244,a37c4e74d6b0c4f778cc64142072748f416d6c23,,"Roto, DN, Duke Serkol, Dreamer_Nom, Con, TeRRaBiTe88, Vel, DaMarsMan, Euclid, Mottzilla",,https://bszelda.zeldalegends.net/ce.shtml,,2023.01.11,2023-01-11,,"T-En, Restoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS-X - Sore wa Namae o Nusumareta Machi no Monogatari (Japan) (Rev 1).sfc,BS-X - The Town Whose Name Was Stolen (Japan)  (Rev 1) [T-En by LuigiBlood (v1.3)].sfc,https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/BS-X - Sore wa Namae o Nusumareta Machi no Monogatari (Japan) (Rev 1).sfc/BS-X - The Town Whose Name Was Stolen (Japan)  (Rev 1) [T-En by LuigiBlood (v1.3)].sfc/romhack.bps,Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-04-30,Trusted,,1048576,8c573c7e,4ed9648505ab33a4daec93707b16caba,7996bd1c01b99800e0d5d34beff93db283784864,,LuigiBlood,,https://www.romhacking.net/translations/1791/,,1.3,2016-11-27,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamut Lagoon (Japan).sfc,"Bahamut Lagoon (Japan) [T-En by DeJap Translations, Neill Corlett, Tomato, Dark Force, CPF (v1.3)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Bahamut Lagoon (Japan).sfc/Bahamut Lagoon (Japan) [T-En by DeJap Translations, Neill Corlett, Tomato, Dark Force, CPF (v1.3)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,3145728,58b496a5,496f3f33490a966bb88a4285688988bf,af462a9ad781e3021c9a786a2b0c557a0f3559ca,,"DeJap Translations, Neill Corlett, Tomato, Dark Force, CPF",,https://www.romhacking.net/translations/280/,,1.3,2002-05-31,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahamut Lagoon (Japan).sfc,"Bahamut Lagoon (Japan) [T-En by Near, Tom, FlashPV, dev_urandom, Blargg, ContraryMotion, Ballz, Lord Nightmare (v1.2)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Bahamut Lagoon (Japan).sfc/Bahamut Lagoon (Japan) [T-En by Near, Tom, FlashPV, dev_urandom, Blargg, ContraryMotion, Ballz, Lord Nightmare (v1.2)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-04-29,Trusted,,8388608,c094d535,d94bd07e5daee3dc066b3dc754f52b68,47c66b9e6aa85883cf642c1ca68f538f17c20760,,"Near, Tom, FlashPV, dev_urandom, Blargg, ContraryMotion, Ballz, Lord Nightmare",,https://www.romhacking.net/translations/5938/,https://saveweb.github.io/near.sh/bahamut-lagoon.html,1.2,2021-06-01,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ball Bullet Gun (Japan).sfc,"Ball Bullet Gun (Japan) [T-En by Aeon Genesis, Gideon Zhi, Tomato (v1.00)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Ball Bullet Gun (Japan).sfc/Ball Bullet Gun (Japan) [T-En by Aeon Genesis, Gideon Zhi, Tomato (v1.00)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,1572864,ab056449,2190dc7949b17b395f71a85f02b43f47,24006f939c4a2323bf2992516a099441971113be,,"Aeon Genesis, Gideon Zhi, Tomato",,https://www.romhacking.net/translations/848/,,1.00,2004-10-02,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastard!! - Ankoku no Hakaishin (Japan).sfc,"Bastard!! - Dark God of Destruction (Japan) [T-En by DeJap Translations, Dark Force, AnusP, Faraday, Alex W. Jackson, F.H., Jason Li (v1.0)] [Tweak by Docrow, Dark Force, AnusP, Faraday, Alex W. Jackson (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Bastard!! - Ankoku no Hakaishin (Japan).sfc/Bastard!! - Dark God of Destruction (Japan) [T-En by DeJap Translations, Dark Force, AnusP, Faraday, Alex W. Jackson, F.H., Jason Li (v1.0)] [Tweak by Docrow, Dark Force, AnusP, Faraday, Alex W. Jackson (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-30,Trusted,,2097152,fc7635e9,1b059a4b1f48a4a51c57b700f21eeace,6229bdbb93ea2ceea78ebd8358328cac7c92f085,,"DeJap Translations, Dark Force, AnusP, Faraday, Alex W. Jackson, F.H., Jason Li",,https://www.romhacking.net/translations/289/,,1.0,2000-12-22,,T-En,,"Docrow, Dark Force, AnusP, Faraday, Alex W. Jackson",,https://www.romhacking.net/translations/3398/,,1.0,2017-10-09,,Tweak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bastard!! - Ankoku no Hakaishin (Japan).sfc,"Bastard!! - Dark God of Destruction (Japan) [T-En by DeJap Translations, Dark Force, AnusP, Faraday, Alex W. Jackson, F.H., Jason Li (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Bastard!! - Ankoku no Hakaishin (Japan).sfc/Bastard!! - Dark God of Destruction (Japan) [T-En by DeJap Translations, Dark Force, AnusP, Faraday, Alex W. Jackson, F.H., Jason Li (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,1572864,fbd39fdc,b24c26185cf8ee924883de6be1e5638d,c8e698170b6bf36b2382348ad839c2f39a7cd88d,,"DeJap Translations, Dark Force, AnusP, Faraday, Alex W. Jackson, F.H., Jason Li",,https://www.romhacking.net/translations/289/,,1.0,2000-12-22,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Soccer - Field no Hasha (Japan).sfc,"Battle Soccer - Field no Hasha (Japan) [T-En by Hurkey! Translations, Fartnugg, A-KO, SD-Tetsuo (v1.0)] [Performance by Kandowontu (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Battle Soccer - Field no Hasha (Japan).sfc/Battle Soccer - Field no Hasha (Japan) [T-En by Hurkey! Translations, Fartnugg, A-KO, SD-Tetsuo (v1.0)] [Performance by Kandowontu (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-04-30,Trusted,,1048576,53eebb61,194a234ec17f6904025fde481061a2a0,d56d2bc33c9500ed600d41cf736bf1bb907a2302,,"Hurkey!? Translations, Fartnugg, A-KO, SD-Tetsuo",,https://www.romhacking.net/translations/568/,,1.0,2002-06-18,,T-En,,Kandowontu,,https://patreon.com/kandowontu,https://twitter.com/kandowontu,1.0,2023-04-04,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Soccer - Field no Hasha (Japan).sfc,"Battle Soccer - Field no Hasha (Japan) [T-En by Hurkey! Translations, Fartnugg, A-KO, SD-Tetsuo (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Battle Soccer - Field no Hasha (Japan).sfc/Battle Soccer - Field no Hasha (Japan) [T-En by Hurkey! Translations, Fartnugg, A-KO, SD-Tetsuo (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,1048576,21b6a036,066ad269b4e6f4e415743a6df15da91b,1b6e4b07f2491e334e640da83b1235cc7f53c3f2,,"Hurkey!? Translations, Fartnugg, A-KO, SD-Tetsuo",,https://www.romhacking.net/translations/568/,,1.0,2002-06-18,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bing Bing! Bingo (Japan).sfc,"Bing Bing! Bingo (Japan) [T-En by MrRichard999, AgentOrange (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Bing Bing! Bingo (Japan).sfc/Bing Bing! Bingo (Japan) [T-En by MrRichard999, AgentOrange (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,1048576,3a2d406b,ad25f4598c7af75e3e517fdf1024f67a,8b5b0ef612c8a2089d21507fac19b00cd6047e4f,,"MrRichard999, AgentOrange",,https://www.romhacking.net/translations/3519/,,1.0,2018-03-27,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandish 2 - The Planet Buster (Japan).sfc,"Brandish 2 - The Planet Buster (Japan) [T-En by Synchronicity, sqykly, Denpanosekai (v1.0)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Brandish 2 - The Planet Buster (Japan).sfc/Brandish 2 - The Planet Buster (Japan) [T-En by Synchronicity, sqykly, Denpanosekai (v1.0)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,3145728,412e1512,7ccaceca2d4ffcc1f640cbdfa8891b5b,41d0b08737914d5cd84f8bf0f0335f6c5bf02cf2,,"Synchronicity, sqykly, Denpanosekai",,https://www.romhacking.net/translations/1442/,,1.0,2009-11-03,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breath of Fire II (USA).sfc,"Breath of Fire II (USA) [T-En by Ryusui, d4s (v1.2b)].sfc","https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Breath of Fire II (USA).sfc/Breath of Fire II (USA) [T-En by Ryusui, d4s (v1.2b)].sfc/romhack.bps",Nintendo - Super Nintendo Entertainment System,,,Fully Playable,,,,,JuMaFuSe,2023-03-21,Trusted,,4194304,1320298e,299e96968accb96b9e0d9a4154e220a5,86cf3c2d850b066f099e217f9ad39813b45e9de2,,"Ryusui, d4s",,https://www.romhacking.net/translations/1384/,,1.2b,2009-10-10,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breath of Fire II (USA).sfc,Breath of Fire II - The Fated Child (USA) [T-En by Watercrown Productions (v1.2b)].sfc,https://github.com/videogame-archive/romhack-archive/raw/main/Nintendo - Super Nintendo Entertainment System/Breath of Fire II (USA).sfc/Breath of Fire II - The Fated Child (USA) [T-En by Watercrown Productions (v1.2b)].sfc/romhack.bps,Nintendo - Super Nintendo Entertainment System,,true,Fully Playable,,,,,JuMaFuSe,2023-04-30,Trusted,,4194304,7eb2ab3b,c81525ffd4508be1b8621d6c72808c9f,bf6154adb500935eb748782207211ecf47868c57,,Watercrown Productions,,http://watercrown.info/second-verse-same-as-the-first/,,1.2b,2009-10-09,,T-En,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
